,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2015,Novembro,1911758.1500000025,192,1493585.4300000004
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2015,Novembro,102540.86,13,52048.67
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2015,Novembro,885558.48,87,492826.25
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2015,Novembro,339468.16999999987,46,241983.25
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2015,Novembro,598649.8999999999,82,331466.5399999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2015,Novembro,2891317.389999999,408,2266549.78
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2015,Novembro,12189.92,2,3760.38
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2015,Novembro,8400.8,1,4552.16
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2015,Novembro,151521.41999999998,18,68090.38
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2015,Novembro,2342264.2599999993,327,1320962.8599999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2015,Novembro,2698489.8,240,1540255.3800000013
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2015,Novembro,196678.01,23,95229.88999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2015,Novembro,17808.12,1,11292.34
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2015,Novembro,160919.76,22,86805.87000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2015,Novembro,1891919.47,179,1001933.3000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2015,Novembro,23571465.030000012,6786,10982048.77999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2015,Novembro,240658.95999999996,39,102209.23
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2015,Novembro,471239.8199999999,34,283967.19
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2015,Novembro,1132951.8200000003,112,623330.2499999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2015,Novembro,2157077.19,231,1073649.1800000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2015,Novembro,37089.61,6,19551.07
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2015,Novembro,2566069.6800000006,241,1488872.7100000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2015,Novembro,38295.97999999999,11,28210.149999999998
