,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO, ,2017,Julho,46952.490000000005,5,28301.0
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2017,Julho,1875007.2100000023,187,1470780.9799999993
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2017,Julho,93939.42,11,58869.840000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2017,Julho,1025151.5799999998,87,535135.96
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2017,Julho,291075.10000000003,40,215886.55999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2017,Julho,678625.2400000003,85,369121.09
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2017,Julho,3092341.3800000018,411,2548498.5300000017
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2017,Julho,10737.4,2,2462.49
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2017,Julho,8400.8,1,3900.3
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2017,Julho,150885.08000000002,18,68987.70000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2017,Julho,2336309.2399999993,301,1329396.9600000007
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2017,Julho,2634489.360000001,230,1567877.3799999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2017,Julho,120633.93000000002,22,52059.29999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2017,Julho,15486.89,1,9498.72
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2017,Julho,177456.65999999997,22,99172.97000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2017,Julho,1726209.3800000004,158,968232.1599999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2017,Julho,23692000.780000098,5745,13005603.930000024
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2017,Julho,235168.73999999993,38,84430.57999999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2017,Julho,465945.35,31,303233.70999999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2017,Julho,1196283.6300000001,111,936553.3099999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2017,Julho,1873826.06,210,939136.2299999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2017,Julho,30493.21,6,9779.96
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2017,Julho,1871116.0200000003,225,1014005.9400000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2017,Julho,62724.72999999999,12,42016.81999999999
