,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO, ,2017,Agosto,46952.490000000005,5,25544.27
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2017,Agosto,1878912.4000000025,187,1449646.4099999995
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2017,Agosto,93939.42,11,53957.10999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2017,Agosto,1025151.5799999998,87,540412.8799999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2017,Agosto,291075.10000000003,40,208247.63999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2017,Agosto,690796.5900000004,87,381685.4600000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2017,Agosto,3121475.8600000017,414,2500028.6400000025
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2017,Agosto,10737.4,2,3042.58
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2017,Agosto,8400.8,1,3900.3
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2017,Agosto,150885.08000000002,18,76765.91000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2017,Agosto,2334984.9699999993,301,1301586.1300000013
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2017,Agosto,2743098.560000001,231,1655342.4299999992
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2017,Agosto,120633.93000000002,22,52098.65999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2017,Agosto,15486.89,1,15393.78
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2017,Agosto,165051.03999999995,21,90146.23000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2017,Agosto,1724192.9000000004,158,971836.8399999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2017,Agosto,23860080.260000113,5726,13357814.74000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2017,Agosto,235168.73999999993,38,82554.88999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2017,Agosto,465945.35,31,291965.16
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2017,Agosto,1196283.6300000001,111,707836.7800000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2017,Agosto,1840157.9800000002,208,903898.89
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2017,Agosto,30493.21,6,9779.96
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2017,Agosto,1880311.3600000003,226,1020468.4400000002
