,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIO DA POLICIA MILITAR - CBPM,2020,Fevereiro,320256.12999999995,44,164401.03
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2020,Fevereiro,1641776.4400000023,164,1269638.6399999994
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2020,Fevereiro,120150.34,12,86018.3
ADMINISTRACAO GERAL DO ESTADO,COMPL.PENSAO - FERROBAN (FEPASA),2020,Fevereiro,13363.369999999999,2,10197.97
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2020,Fevereiro,208969.48000000007,30,162148.72000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2020,Fevereiro,3674953.3599999957,418,2953482.0900000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2020,Fevereiro,845247.2099999998,59,449009.2499999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2020,Fevereiro,30857.75,2,16317.58
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2020,Fevereiro,10737.4,2,1610.1399999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2020,Fevereiro,141248.5,15,65331.33
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2020,Fevereiro,2123049.4,244,1202941.8400000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2020,Fevereiro,2625453.9199999995,215,1528098.3899999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2020,Fevereiro,118971.69000000002,19,51580.64
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2020,Fevereiro,169983.14,20,99405.87
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2020,Fevereiro,1689303.9300000002,149,967770.9299999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2020,Fevereiro,27535876.469999943,4685,15233430.449999979
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2020,Fevereiro,1425.56,1,1425.56
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2020,Fevereiro,460349.59000000014,29,293254.54000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2020,Fevereiro,1215704.5599999996,105,705728.5099999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2020,Fevereiro,1940390.7700000003,194,987498.8699999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2020,Fevereiro,22445.75,4,8840.58
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2020,Fevereiro,226359.88999999998,34,73243.26
