,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2014,Dezembro,1812315.090000002,194,1457184.4800000007
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2014,Dezembro,124719.05000000002,13,72742.65000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2014,Dezembro,1137200.45,88,668245.8700000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2014,Dezembro,398364.12000000005,45,309800.24000000005
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2014,Dezembro,628297.1600000001,74,363057.5199999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2014,Dezembro,3457526.4400000023,390,2737313.0199999986
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2014,Dezembro,13015.23,2,5070.46
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2014,Dezembro,10975.02,1,7081.78
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2014,Dezembro,187450.25,19,101390.9
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2014,Dezembro,2906421.7499999986,338,1777657.89
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2014,Dezembro,3432258.519999999,240,2021939.6099999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2014,Dezembro,174100.27,23,90547.51000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2014,Dezembro,17477.64,1,11229.9
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2014,Dezembro,200102.13999999996,23,121126.90000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2014,Dezembro,2255552.5300000007,183,1279209.6199999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2014,Dezembro,27418735.689999845,7224,15322400.899999943
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2014,Dezembro,279210.2199999999,39,150033.3
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2014,Dezembro,619418.63,35,380476.43
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2014,Dezembro,1344386.6100000003,111,776634.3599999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2014,Dezembro,2455592.2800000026,236,1321525.0399999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2014,Dezembro,34175.600000000006,7,15810.47
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2014,Dezembro,2186034.3300000005,241,1305517.8099999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2014,Dezembro,72639.11,12,51725.090000000004
