,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2014,Fevereiro,1621808.8400000012,194,1303390.3700000003
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2014,Fevereiro,83679.79,11,47403.35999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2014,Fevereiro,785650.8800000002,91,422768.73999999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2014,Fevereiro,396713.25999999995,54,258238.44999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2014,Fevereiro,359451.89999999997,70,173262.68999999992
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2014,Fevereiro,2213697.2600000002,377,1767203.7800000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2014,Fevereiro,6690.36,1,1688.19
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2014,Fevereiro,8087.03,1,4433.74
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2014,Fevereiro,134117.38,19,68732.71
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2014,Fevereiro,2058721.759999999,348,1177912.18
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2014,Fevereiro,2330099.3899999987,240,1338142.6299999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2014,Fevereiro,116596.59000000003,22,54365.180000000015
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2014,Fevereiro,11517.94,1,7251.7
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2014,Fevereiro,162886.44000000003,22,95243.6
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2014,Fevereiro,1671069.4000000004,184,932402.0300000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2014,Fevereiro,21529672.359999966,7411,9545726.12000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2014,Fevereiro,235918.56000000003,39,109591.38
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2014,Fevereiro,2059.29,1,588.54
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2014,Fevereiro,411426.3299999999,34,252400.66999999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2014,Fevereiro,954307.9699999996,109,543182.9
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2014,Fevereiro,1828053.1699999988,232,866053.2000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2014,Fevereiro,27325.91,7,9801.11
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2014,Fevereiro,1602327.29,241,855838.4599999996
