,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIO DA POLICIA MILITAR - CBPM,2021,Junho,342302.0900000001,46,168720.13000000006
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2021,Junho,1508952.0700000015,157,1184236.2499999998
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2021,Junho,125219.29,12,63957.34
ADMINISTRACAO GERAL DO ESTADO,COMPL.PENSAO - FERROBAN (FEPASA),2021,Junho,13473.47,2,4380.55
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2021,Junho,199762.68000000002,29,157121.78000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2021,Junho,3648644.8800000013,411,2787175.1100000017
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2021,Junho,859266.6900000002,57,447903.80999999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2021,Junho,32329.670000000002,2,20138.33
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2021,Junho,17633.02,3,1741.18
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2021,Junho,149461.41999999998,16,74959.63
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2021,Junho,2142256.199999998,232,1205944.4599999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2021,Junho,2525573.909999999,203,1506002.1999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2021,Junho,104163.78000000003,16,47914.18
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2021,Junho,155463.94999999998,17,101917.34
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2021,Junho,1593863.9500000004,142,866619.38
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2021,Junho,26893174.419999894,4141,14924876.929999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2021,Junho,1425.56,1,1425.56
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2021,Junho,432352.0400000001,27,252204.93000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2021,Junho,1195121.3999999994,103,702631.17
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2021,Junho,1911809.9300000004,185,905549.8199999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2021,Junho,18739.72,3,5445.27
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2021,Junho,216324.44,32,65552.93
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2021,Junho,214854.32999999993,21,140285.62
