,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2013,Junho,1688612.2800000017,200,1346492.6699999995
ADMINISTRACAO GERAL DO ESTADO,COMPL. APOSENT - FEPASA,2013,Junho,2287.74,1,2205.74
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2013,Junho,80375.33,11,45308.72
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2013,Junho,794984.61,93,431406.34999999986
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2013,Junho,302632.4400000002,57,243266.74999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2013,Junho,364730.32000000007,66,174971.14999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2013,Junho,2060949.95,368,1642176.4600000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2013,Junho,35482.71,1,25630.87
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2013,Junho,7694.61,1,4231.37
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2013,Junho,126086.62000000002,19,65099.249999999985
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2013,Junho,1894294.66,338,1093890.4600000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2013,Junho,2250722.8600000003,245,1315221.4
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2013,Junho,106394.68,22,47992.61000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2013,Junho,10731.66,1,6766.46
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2013,Junho,150037.65000000002,24,83107.01000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2013,Junho,1685411.1499999997,191,857957.3900000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2013,Junho,22212764.679999933,8043,10079033.979999986
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2013,Junho,233473.94999999998,40,110806.90999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2013,Junho,2392.75,1,999.42
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2013,Junho,400042.63000000006,35,242729.86
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2013,Junho,985192.5999999997,110,563304.03
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2013,Junho,1720094.620000001,237,800518.85
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2013,Junho,27075.52,7,9329.460000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2013,Junho,1515773.2100000004,238,805248.9900000001
