,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2014,Março,1635640.7000000016,194,1322002.7100000007
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2014,Março,87539.38999999998,11,50745.69
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2014,Março,790005.1000000001,91,429561.98000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2014,Março,283353.62999999995,50,223356.57000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2014,Março,357014.93999999994,69,172920.66999999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2014,Março,2226346.4900000007,380,1773797.8699999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2014,Março,6690.36,1,1688.19
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2014,Março,10347.47,1,6694.18
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2014,Março,134117.38,19,68732.71
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2014,Março,2026208.3899999997,343,1155269.7899999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2014,Março,2439536.679999999,242,1431372.5599999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2014,Março,112980.98000000003,22,51349.380000000005
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2014,Março,11517.94,1,7251.7
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2014,Março,160683.94999999998,23,89754.53000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2014,Março,1893894.0799999996,184,1057036.8100000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2014,Março,21816182.229999915,7491,9842038.910000026
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2014,Março,238405.43,39,112719.10000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2014,Março,2059.29,1,588.54
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2014,Março,436966.3399999999,35,261916.33
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2014,Março,934482.5799999998,109,523140.31000000006
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2014,Março,1814729.4499999988,234,855324.5200000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2014,Março,26471.260000000002,7,8946.46
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2014,Março,1650044.9099999995,242,876462.6199999995
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2014,Março,18798.109999999997,6,12806.81
