,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2013,Julho,1645161.6800000016,198,1310649.9499999995
ADMINISTRACAO GERAL DO ESTADO,COMPL. APOSENT - FEPASA,2013,Julho,2440.66,1,2358.66
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2013,Julho,87832.06000000001,11,48790.53
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2013,Julho,1026674.2400000001,94,625599.87
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2013,Julho,317745.89,56,236645.84999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2013,Julho,329876.4,67,158571.80999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2013,Julho,1922011.01,369,1539142.83
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2013,Julho,6690.36,1,1882.52
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2013,Julho,10441.55,1,6150.29
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2013,Julho,138097.62,19,62462.92999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2013,Julho,1900108.6200000003,336,1099916.7400000007
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2013,Julho,2400849.03,247,1412806.9200000009
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2013,Julho,129947.91,22,47905.54000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2013,Julho,10731.66,1,6766.46
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2013,Julho,148280.78000000003,24,81350.15000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2013,Julho,1634961.4800000002,189,865666.8900000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2013,Julho,24401151.54999997,8015,12110389.830000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2013,Julho,234082.54,39,113263.27000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2013,Julho,2059.29,1,665.96
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2013,Julho,416537.41000000003,36,254158.21
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2013,Julho,927736.7299999996,109,524009.97
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2013,Julho,1827646.5599999987,242,883400.41
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2013,Julho,27075.52,7,9329.460000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2013,Julho,1499330.2100000004,238,814713.1700000003
