,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2015,Dezembro,1855416.160000002,188,1437283.11
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2015,Dezembro,136545.94999999998,13,77704.32999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2015,Dezembro,1215064.8600000003,86,711981.7999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2015,Dezembro,430668.54000000004,45,328362.49000000005
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2015,Dezembro,762809.48,80,452331.29000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2015,Dezembro,4358662.99,405,3338811.009999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2015,Dezembro,14224.970000000001,2,5795.43
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2015,Dezembro,10707.05,1,6798.08
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2015,Dezembro,196881.94999999998,18,104601.99999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2015,Dezembro,3015342.7799999975,324,1866003.1900000009
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2015,Dezembro,3570283.4199999985,237,2127080.9500000007
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2015,Dezembro,163647.59,23,88955.71999999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2015,Dezembro,20468.46,1,13031.68
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2015,Dezembro,209585.49,22,127681.37999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2015,Dezembro,2342533.6399999997,175,1335225.2600000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2015,Dezembro,28364043.750000037,6687,15911709.140000042
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2015,Dezembro,289135.67000000004,39,148443.36
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2015,Dezembro,653229.7000000002,34,413991.75000000006
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2015,Dezembro,1403026.19,111,819580.4199999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2015,Dezembro,2644277.3200000003,230,1463746.9499999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2015,Dezembro,34779.920000000006,6,17383.17
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2015,Dezembro,2352214.9499999997,241,1416138.5999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2015,Dezembro,54807.520000000004,11,40875.86000000001
