,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,                                        ,2016,Agosto,45706.840000000004,5,25255.82
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR        ,2016,Agosto,1896279.9200000025,190,1466100.7000000004
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA) ,2016,Agosto,100156.8,12,58882.65000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA     ,2016,Agosto,893509.8200000001,83,474316.3600000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA       ,2016,Agosto,278498.36,42,208140.5
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA      ,2016,Agosto,623836.7799999999,86,323198.44999999995
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA        ,2016,Agosto,2779260.41,405,2290342.2899999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2016,Agosto,10737.4,2,3665.41
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE                 ,2016,Agosto,8400.8,1,4156.89
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - BANESPREV           ,2016,Agosto,2743.07,1,207.79
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU                ,2016,Agosto,144001.71000000002,18,90932.68000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP             ,2016,Agosto,2430151.089999999,321,1386960.290000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB              ,2016,Agosto,2436829.0899999994,233,1457916.2500000014
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP              ,2016,Agosto,120633.93000000002,22,54560.96
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP              ,2016,Agosto,14265.75,1,14240.41
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP              ,2016,Agosto,166649.40000000002,22,92174.05
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA               ,2016,Agosto,1610539.1700000002,162,915073.1399999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA              ,2016,Agosto,22409647.65000006,6179,10917913.11999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP             ,2016,Agosto,232167.93999999994,38,87448.29000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO               ,2016,Agosto,438359.98,33,276984.04000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP             ,2016,Agosto,1101842.46,111,656971.91
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP              ,2016,Agosto,1779088.51,213,871785.6099999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO          ,2016,Agosto,28088.829999999998,6,8778.01
