,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2014,Maio,1681782.740000002,195,1358595.180000001
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2014,Maio,86184.56999999999,11,49395.67
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2014,Maio,772911.6800000003,89,417649.86000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2014,Maio,283226.11,51,222219.48
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2014,Maio,378527.80999999994,67,181118.5099999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2014,Maio,2241892.720000001,385,1764531.5599999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2014,Maio,7018.02,1,1951.56
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2014,Maio,8087.03,1,4433.74
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2014,Maio,144261.29,19,77705.42
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2014,Maio,2054517.2700000003,341,1178993.5499999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2014,Maio,2384452.4699999997,242,1333588.8299999991
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2014,Maio,118860.81000000006,22,57692.670000000006
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2014,Maio,11517.94,1,7251.7
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2014,Maio,156822.04999999996,23,86050.55000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2014,Maio,1683987.5699999994,182,942402.0299999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2014,Maio,21727917.479999974,7450,9802448.000000026
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2014,Maio,226894.46999999997,39,102202.73000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2014,Maio,3347.06,1,1876.31
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2014,Maio,421335.51999999996,35,255607.41999999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2014,Maio,952499.9499999997,109,533188.06
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2014,Maio,1822128.2499999993,235,848699.5999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2014,Maio,26386.56,7,8861.76
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2014,Maio,1606965.8000000003,241,877578.3199999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2014,Maio,18876.98,6,12425.220000000001
