,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2014,Julho,1662721.7100000016,196,1342153.810000001
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2014,Julho,90608.39,11,49671.86
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2014,Julho,792024.0100000002,89,421425.0300000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2014,Julho,297184.62999999995,51,231365.33999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2014,Julho,409495.18000000005,71,187153.73999999996
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2014,Julho,2306634.22,389,1824509.4699999993
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2014,Julho,11555.52,2,3610.75
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2014,Julho,10283.42,1,6002.24
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2014,Julho,134117.38,19,68166.22000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2014,Julho,2022328.7599999993,336,1161124.6199999994
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2014,Julho,2793047.729999998,241,1606187.9800000014
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2014,Julho,113694.87000000002,22,51839.040000000015
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2014,Julho,11517.94,1,7251.7
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2014,Julho,158008.12,23,86905.63000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2014,Julho,1648401.5799999994,180,906709.3700000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2014,Julho,22072245.39999997,7359,10198843.520000013
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2014,Julho,231543.62999999998,39,106682.18
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2014,Julho,3347.06,1,1876.31
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2014,Julho,431610.25,35,265200.04
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2014,Julho,933794.6399999997,108,548448.93
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2014,Julho,1889436.2999999993,236,906392.2899999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2014,Julho,26386.56,7,8861.76
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2014,Julho,1702537.0600000003,243,940686.9599999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2014,Julho,18750.18,6,12256.8
