,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2018,Outubro,1710004.9700000025,172,1378859.1199999994
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2018,Outubro,97418.12999999998,11,60573.17
ADMINISTRACAO GERAL DO ESTADO,COMPL.PENSAO - FERROBAN (FEPASA),2018,Outubro,13078.239999999998,2,6344.5599999999995
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2018,Outubro,1051598.35,83,565785.0999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2018,Outubro,247306.50000000003,35,203000.11999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2018,Outubro,845304.0200000001,101,517320.0299999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2018,Outubro,3401992.8599999994,423,2685555.21
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2018,Outubro,10737.4,2,2291.2
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2018,Outubro,8400.8,1,3814.27
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2018,Outubro,130556.67000000001,15,59621.920000000006
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2018,Outubro,2277211.420000002,276,1305038.3000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2018,Outubro,2705080.4099999997,225,1640487.4299999988
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2018,Outubro,125690.49000000002,21,55936.749999999985
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2018,Outubro,15963.88,1,9767.45
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2018,Outubro,169342.40000000005,21,99811.26
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2018,Outubro,1747640.7400000005,157,972466.5900000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2018,Outubro,26086716.93000006,5225,14263773.540000048
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2018,Outubro,233250.32999999996,36,90471.31
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2018,Outubro,475025.12999999995,31,307968.69000000006
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2018,Outubro,1158735.14,106,653801.5999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2018,Outubro,1878644.0799999996,199,930992.6399999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2018,Outubro,21663.69,4,9233.04
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2018,Outubro,1950263.86,224,1066925.28
