,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2015,Junho,2028001.2600000033,194,1584891.9800000002
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2015,Junho,97656.62000000001,13,50151.58
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2015,Junho,839632.5300000003,84,484255.35000000015
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2015,Junho,312402.42,49,242277.85000000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2015,Junho,477847.13999999996,77,245401.97999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2015,Junho,2535619.8500000006,395,2004215.0400000005
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2015,Junho,12189.92,2,3760.38
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2015,Junho,8400.8,1,4552.16
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2015,Junho,144899.11000000004,19,64704.7
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2015,Junho,2136550.7899999996,328,1172140.7999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2015,Junho,2526547.5100000026,238,1434405.3599999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2015,Junho,119623.21999999999,22,52604.3
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2015,Junho,13084.97,1,8244.73
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2015,Junho,162856.56000000003,22,89474.85999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2015,Junho,1691877.1800000009,174,893984.6100000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2015,Junho,21141794.400000066,6684,9745687.860000025
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2015,Junho,246620.38999999996,39,101104.89
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2015,Junho,442022.26000000007,34,262225.69999999995
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2015,Junho,1104280.7,110,610418.3699999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2015,Junho,1998239.7600000002,228,1008648.9600000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2015,Junho,25579.5,6,8203.869999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2015,Junho,1663717.9700000011,235,885446.1100000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2015,Junho,74407.84999999999,12,50220.159999999996
