,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIO DA POLICIA MILITAR - CBPM,2019,Junho,299335.83999999997,47,138690.33
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2019,Junho,1702680.700000002,171,1319722.9800000007
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2019,Junho,110866.68000000001,11,59820.67
ADMINISTRACAO GERAL DO ESTADO,COMPL.PENSAO - FERROBAN (FEPASA),2019,Junho,13148.63,2,4871.81
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2019,Junho,228073.1,32,169446.34
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2019,Junho,3392000.6200000006,426,2783679.4699999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2019,Junho,834961.1799999998,59,480253.93000000017
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2019,Junho,30875.96,2,15536.14
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2019,Junho,10737.4,2,2001.5
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2019,Junho,149461.41999999998,16,82182.56
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2019,Junho,2292980.0100000016,269,1327423.4599999995
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2019,Junho,2635021.1799999992,218,1591835.15
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2019,Junho,122966.97000000002,20,59264.84
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2019,Junho,16528.46,1,10065.71
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2019,Junho,175438.74000000002,21,97575.11000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2019,Junho,1755052.2500000002,155,1001900.8900000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2019,Junho,26942301.460000016,5014,14815845.070000043
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2019,Junho,1364.43,1,1364.43
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2019,Junho,481152.9300000001,31,302833.66
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2019,Junho,1176402.0499999993,105,674371.8499999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2019,Junho,1867605.9799999986,198,940915.4999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2019,Junho,22445.75,4,8169.23
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2019,Junho,218599.45999999996,33,76580.6
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2019,Junho,120798.87999999999,16,89365.74999999999
