,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2013,Maio,1662842.6300000015,197,1320074.6999999995
ADMINISTRACAO GERAL DO ESTADO,COMPL. APOSENT - FEPASA,2013,Maio,2547.04,1,2468.54
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2013,Maio,114273.26999999997,10,66129.25
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2013,Maio,774701.0600000002,94,409459.1699999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT-BANCO NOSSA CAIXA,2013,Maio,314947.43,58,250247.5599999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2013,Maio,314718.30000000005,67,145996.14999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2013,Maio,1986648.4900000005,371,1580672.9500000007
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2013,Maio,6690.36,1,1882.52
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2013,Maio,7694.61,1,4231.36
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2013,Maio,133286.81,19,70365.53000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2013,Maio,1936860.4499999995,339,1108122.8800000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2013,Maio,2230007.430000001,244,1292866.1
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2013,Maio,111324.80999999998,22,52922.74000000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CONESP,2013,Maio,10731.66,1,6766.46
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2013,Maio,147251.38000000003,24,80320.74000000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2013,Maio,1634356.2999999998,191,892211.6699999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2013,Maio,23160788.53999995,8071,11096718.550000016
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2013,Maio,232095.46000000002,40,109352.35
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEN,2013,Maio,2059.29,1,665.96
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2013,Maio,629722.47,36,432440.57000000007
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2013,Maio,1237105.9599999997,109,719964.26
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2013,Maio,1684187.600000001,237,787739.4100000001
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2013,Maio,27988.57,7,10059.9
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2013,Maio,1558785.6700000006,238,820820.1299999999
