,,,,BRUTO,BRUTO,LIQUIDO
,,,,sum,count,sum
ORGAO,CARGO,ANO,MES,,,
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIO DA POLICIA MILITAR - CBPM,2019,Agosto,302339.05000000005,46,145794.9
ADMINISTRACAO GERAL DO ESTADO,BENEFICIARIOS-PENSAO PARLAMENTAR,2019,Agosto,1698553.0500000024,171,1323771.3700000008
ADMINISTRACAO GERAL DO ESTADO,COMPL.APOSENTADORIA - FERROBAN (FEPASA),2019,Agosto,105328.57,10,62048.380000000005
ADMINISTRACAO GERAL DO ESTADO,COMPL.PENSAO - FERROBAN (FEPASA),2019,Agosto,13148.63,2,5372.57
ADMINISTRACAO GERAL DO ESTADO,COMPLEM APOSENT - BANCO NOSSA CAIXA,2019,Agosto,244567.27999999997,33,178400.06
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO - BANCO NOSSA CAIXA,2019,Agosto,3608038.8400000026,427,2810159.6299999957
ADMINISTRACAO GERAL DO ESTADO,COMPLEM PENSAO-BANCO NOSSA CAIXA,2019,Agosto,852731.1599999999,60,484788.03000000014
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- FUNDACAO ZOOLOGICO SAO,2019,Agosto,30857.75,2,15893.71
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT- SEADE,2019,Agosto,10737.4,2,2480.5699999999997
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CDHU,2019,Agosto,149461.41999999998,16,82512.38999999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CEAGESP,2019,Agosto,2241591.23,262,1296293.4700000002
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CETESB,2019,Agosto,2661640.7499999995,220,1596669.4000000004
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - CODASP,2019,Agosto,122966.97000000002,20,54220.02999999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - COSESP,2019,Agosto,175438.74000000002,21,97263.82
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - DERSA,2019,Agosto,1728231.4100000004,151,993343.8200000003
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - FEPASA,2019,Agosto,27190684.410000023,4896,15211088.429999975
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - IPEM-SP,2019,Agosto,1364.43,1,1364.43
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - METRO,2019,Agosto,473317.3800000001,30,297728.14
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - PRODESP,2019,Agosto,1163044.5999999994,103,688802.7199999999
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - SABESP,2019,Agosto,1872498.8199999987,196,984450.6199999998
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. - TERRA FOTO,2019,Agosto,22445.75,4,8169.23
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. IPT - EMPRESA,2019,Agosto,211646.25999999998,32,76369.93
ADMINISTRACAO GERAL DO ESTADO,COMPLEM. APOSENT. JUDICIAL,2019,Agosto,120798.87999999999,16,78856.58999999998
